19n6,539974.806,6307399.737,23.825,,
19n7,539974.875,6307400.066,23.723,,
19n8,539975.111,6307400.477,23.759,,
19n9,539975.289,6307400.851,23.806,,
19n10,539975.384,6307401.370,23.768,,
19n11,539975.524,6307401.843,23.808,,
19n12,539975.690,6307402.400,23.927,,
19n13,539975.789,6307402.855,23.900,,
19n14,539975.904,6307403.282,24.446,,
19n15,539977.944,6307408.689,24.710,,
20n1,540026.233,6307400.094,24.588,,
20n2,540027.106,6307398.392,24.472,,
20n3,540027.346,6307397.877,24.343,,
20n4,540027.560,6307397.807,23.873,,
20n5,540027.945,6307397.517,23.813,,
20n6,540028.355,6307396.946,23.732,,
20n7,540028.768,6307396.448,23.644,,
20n8,540029.020,6307396.106,23.736,,
20n9,540029.306,6307395.902,23.822,,
20n10,540029.612,6307395.588,23.852,,
20n11,540029.877,6307395.185,23.941,,
20n12,540030.078,6307394.479,24.088,,
20n13,540030.243,6307394.017,24.248,,
21n1,540072.499,6307419.121,24.847,,
21n2,540072.134,6307420.242,24.753,,
21n3,540071.804,6307420.973,24.490,,
21n4,540071.644,6307421.290,23.996,,
21n5,540071.230,6307421.823,23.744,,
21n6,540071.134,6307422.247,23.726,,
21n7,540070.978,6307422.928,23.721,,
21n8,540070.789,6307423.615,23.729,,
21n9,540070.623,6307424.095,23.771,,
21n10,540070.400,6307424.400,24.041,,
21n11,540070.430,6307424.908,24.444,,
21n12,540070.146,6307426.264,24.576,,
21n13,540070.095,6307428.154,24.671,,
22n1,540123.193,6307416.052,24.698,,
22n2,540122.966,6307414.793,24.593,,
22n3,540122.922,6307413.780,23.872,,
22n4,540122.752,6307413.464,23.891,,
22n5,540122.541,6307412.926,23.734,,
22n6,540122.387,6307412.482,23.791,,
22n7,540122.315,6307412.056,23.764,,
22n8,540122.244,6307411.697,23.781,,
22n9,540122.108,6307411.293,23.815,,
22n10,540122.121,6307410.845,23.868,,
22n11,540121.922,6307410.326,23.861,,
22n12,540121.895,6307410.111,23.931,,
22n13,540121.795,6307409.934,24.598,,
22n14,540121.089,6307408.745,24.895,,
23n1,540145.110,6307394.057,24.834,,
23n2,540146.440,6307393.522,24.677,,
23n3,540146.634,6307393.479,24.364,,
23n4,540147.017,6307393.354,24.005,,
23n5,540147.602,6307393.336,23.833,,
23n6,540147.975,6307393.208,23.770,,
23n7,540148.577,6307393.109,23.798,,
23n8,540149.187,6307392.784,23.818,,
23n9,540149.221,6307392.681,23.809,,
23n10,540149.848,6307392.533,23.983,,
23n11,540150.298,6307392.366,24.043,,
23n12,540150.692,6307392.290,24.313,,
23n13,540151.459,6307392.011,24.684,,
23n14,540152.888,6307391.287,24.829,,
24n1,540220.797,6307405.981,24.792,,
24n2,540221.133,6307403.984,24.767,,
24n3,540221.222,6307403.835,24.252,,
24n4,540221.163,6307403.525,24.080,,
24n5,540221.099,6307402.968,24.071,,
24n6,540221.040,6307402.481,24.073,,
24n7,540221.073,6307401.964,23.977,,
24n8,540221.115,6307401.542,24.090,,
24n9,540221.196,6307400.986,24.039,,
24n10,540221.253,6307400.527,24.011,,
24n11,540221.273,6307400.373,24.566,,
24n12,540221.921,6307397.755,24.855,,
24n13,540222.878,6307396.455,25.091,,
25n1,540251.506,6307380.728,25.020,,
25n2,540253.439,6307380.749,24.793,,
25n3,540253.800,6307380.823,24.086,,
25n4,540254.181,6307380.877,23.968,,
25n5,540254.821,6307380.890,23.929,,
25n6,540255.411,6307381.017,24.009,,
25n7,540255.881,6307381.049,24.025,,
25n8,540256.454,6307381.067,24.134,,
25n9,540256.852,6307381.161,23.931,,
25n10,540257.271,6307381.287,23.860,,
25n11,540257.917,6307381.433,23.878,,
25n12,540258.430,6307381.513,24.616,,
25n13,540259.399,6307381.578,24.961,,
25n14,540260.807,6307381.580,25.071,,
26n1,540300.396,6307368.844,25.190,,
26n2,540301.855,6307368.268,25.054,,
26n3,540302.469,6307367.952,24.696,,
26n4,540303.337,6307367.663,24.294,,
26n5,540303.744,6307367.551,24.051,,
26n6,540304.168,6307367.418,24.025,,
26n7,540304.839,6307367.247,23.891,,
26n8,540305.473,6307366.764,23.898,,
26n9,540306.061,6307366.305,23.853,,
26n10,540306.511,6307366.218,23.991,,
26n11,540306.933,6307365.907,24.467,,
26n12,540307.757,6307365.497,24.918,,
26n13,540308.899,6307364.983,25.100,,
27n1,540344.780,6307390.275,25.063,,
27n2,540344.927,6307392.204,24.939,,
27n3,540344.819,6307393.009,24.690,,
27n4,540344.725,6307393.224,24.619,,
27n5,540344.597,6307393.851,24.395,,
27n6,540344.553,6307394.347,24.201,,
27n7,540344.497,6307394.894,24.099,,
27n8,540344.304,6307395.338,24.049,,
27n9,540344.113,6307395.903,23.970,,
27n10,540344.097,6307396.410,23.963,,
27n11,540344.026,6307397.004,23.952,,
27n12,540343.909,6307397.511,23.954,,
27n13,540343.732,6307397.991,24.385,,
27n14,540343.616,6307398.725,24.722,,
27n15,540343.408,6307399.223,25.106,,
27n16,540343.293,6307400.558,25.182,,
28n1,540377.885,6307393.052,25.037,,
28n2,540379.097,6307393.300,24.764,,
28n3,540379.292,6307393.380,24.487,,
28n4,540379.772,6307393.264,24.194,,
28n5,540380.289,6307393.327,24.076,,
28n6,540380.853,6307393.396,23.972,,
28n7,540381.623,6307393.578,24.138,,
28n8,540382.035,6307393.721,23.992,,
28n9,540382.588,6307393.759,24.071,,
28n10,540383.104,6307393.765,24.180,,
28n11,540383.439,6307393.856,24.426,,
28n12,540384.145,6307393.825,24.666,,
28n13,540384.448,6307393.918,24.857,,
28n14,540385.438,6307393.983,25.222,,
28n15,540386.891,6307394.139,25.341,,
vsp28,540384.177,6307393.844,24.703,,
